Date,Total_Consumption
2023-03-30,44.1
2023-03-31,55.8
2023-04-01,32.400000000000006
2023-04-02,44.1
2023-04-03,19.5
2023-04-04,45.0
2023-04-05,34.2
2023-04-06,38.400000000000006
2023-04-07,45.6
2023-04-08,22.200000000000003
2023-04-09,48.6
2023-04-10,43.8
2023-04-11,102.9
2023-04-13,36.900000000000006
2023-04-14,55.5
2023-04-15,45.6
2023-04-16,42.6
2023-04-17,42.0
2023-04-18,34.8
2023-04-19,50.400000000000006
2023-04-20,42.6
2023-04-21,33.599999999999994
2023-04-22,37.5
2023-04-23,30.0
2023-04-24,60.6
2023-04-25,44.400000000000006
2023-04-26,30.6
2023-04-27,29.4
2023-04-28,26.4
2023-04-29,28.8
2023-04-30,39.900000000000006
2023-05-01,44.7
2023-05-02,41.1
2023-05-03,28.5
2023-05-04,36.0
2023-05-05,48.3
2023-05-06,84.9
2023-05-07,36.900000000000006
2023-05-08,21.6
2023-05-09,44.1
2023-05-10,48.3
2023-05-11,37.8
2023-05-13,41.7
2023-05-14,37.8
2023-05-15,53.1
2023-05-16,60.900000000000006
2023-05-17,35.7
2023-05-18,30.0
2023-05-19,37.8
2023-05-20,26.1
2023-05-21,33.3
2023-05-22,56.7
2023-05-23,41.7
2023-05-24,47.400000000000006
2023-05-25,33.599999999999994
2023-05-26,52.5
2023-05-27,35.7
2023-05-28,34.2
2023-05-29,54.900000000000006
2023-05-30,50.7
2023-05-31,39.6
2023-06-01,48.6
2023-06-02,76.19999999999999
2023-06-03,21.6
2023-06-04,40.8
2023-06-05,26.4
2023-06-06,69.30000000000001
2023-06-07,29.700000000000003
2023-06-08,20.700000000000003
2023-06-09,41.400000000000006
2023-06-10,31.8
2023-06-11,49.5
2023-06-13,63.3
2023-06-14,33.3
2023-06-15,30.6
2023-06-16,56.7
2023-06-17,27.3
2023-06-18,34.2
2023-06-19,46.5
2023-06-20,47.7
2023-06-21,56.1
2023-06-22,57.0
2023-06-23,63.0
2023-06-24,36.900000000000006
2023-06-25,32.7
2023-06-26,41.400000000000006
2023-06-27,48.3
2023-06-28,42.3
2023-06-29,53.400000000000006
2023-06-30,39.3
2023-07-01,31.5
2023-07-02,47.400000000000006
2023-07-03,37.2
2023-07-04,42.0
2023-07-05,31.5
2023-07-06,28.200000000000003
2023-07-07,25.200000000000003
2023-07-08,16.200000000000003
2023-07-09,34.8
2023-07-10,39.0
2023-07-11,34.2
2023-07-13,46.5
2023-07-14,34.5
2023-07-15,39.0
2023-07-16,21.3
2023-07-17,20.4
2023-07-18,19.5
2023-07-19,20.700000000000003
2023-07-20,22.5
2023-07-21,32.7
2023-07-22,35.7
2023-07-23,37.2
2023-07-24,31.200000000000003
2023-07-25,37.5
2023-07-26,26.1
2023-07-27,24.3
2023-07-28,23.4
2023-07-29,16.799999999999997
2023-07-30,16.799999999999997
